dataset,model,src_ent,tgt_ent,auc,n_eff
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.625,0.6839782821738631,182.60327459115723
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.6666666666666666,0.6747711929442394,163.6920007859814
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.7083333333333333,0.6646286163600588,145.69195999821858
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.75,0.6536554045706092,131.30961644226065
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.7916666666666666,0.6422129715979447,121.08550701629099
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.8333333333333333,0.6302442189195062,113.49098515653476
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.875,0.617440254936683,106.48997023717442
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.9166666666666666,0.603660704261878,98.7736965254752
bitcoin-alpha,Pewter (full attn),0.3333333333333333,0.9583333333333333,0.5891116109090211,90.17330705581902
bitcoin-alpha,Pewter (full attn),0.3333333333333333,1.0,0.5742633177756763,81.2802248821481
bitcoin-alpha,Pewter (full attn),0.375,0.0,0.8673960834064162,711.0057655819479
bitcoin-alpha,Pewter (full attn),0.375,0.041666666666666664,0.8721062976789928,742.4129383013264
bitcoin-alpha,Pewter (full attn),0.375,0.08333333333333333,0.8748003146646357,774.0151399473259
bitcoin-alpha,Pewter (full attn),0.375,0.125,0.8728305421296451,793.9195071813969
bitcoin-alpha,Pewter (full attn),0.375,0.16666666666666666,0.8641055929305179,781.3497202272907
bitcoin-alpha,Pewter (full attn),0.375,0.20833333333333331,0.8480493477137049,718.5869475882657
bitcoin-alpha,Pewter (full attn),0.375,0.25,0.8257591098544447,614.1808978881733
bitcoin-alpha,Pewter (full attn),0.375,0.29166666666666663,0.7996090543143702,501.06786325384326
bitcoin-alpha,Pewter (full attn),0.375,0.3333333333333333,0.772529944511656,405.65691813010625
bitcoin-alpha,Pewter (full attn),0.375,0.375,0.7471082465321057,334.3998047799525
bitcoin-alpha,Pewter (full attn),0.375,0.41666666666666663,0.7249688460921762,282.9220708363007
bitcoin-alpha,Pewter (full attn),0.375,0.4583333333333333,0.7067950226193784,245.43063102951575
bitcoin-alpha,Pewter (full attn),0.375,0.5,0.6927154371273424,217.84023355038002
bitcoin-alpha,Pewter (full attn),0.375,0.5416666666666666,0.6824701032300448,197.39443524095736
bitcoin-alpha,Pewter (full attn),0.375,0.5833333333333333,0.675053295955646,181.4015703634088
bitcoin-alpha,Pewter (full attn),0.375,0.625,0.6683379633984621,166.73155629581947
bitcoin-alpha,Pewter (full attn),0.375,0.6666666666666666,0.659851346244299,151.3280583407395
bitcoin-alpha,Pewter (full attn),0.375,0.7083333333333333,0.648509594384546,136.0887747533275
bitcoin-alpha,Pewter (full attn),0.375,0.75,0.6350526014929322,123.28896733334926
bitcoin-alpha,Pewter (full attn),0.375,0.7916666666666666,0.6206787452542333,113.638653952459
bitcoin-alpha,Pewter (full attn),0.375,0.8333333333333333,0.6059455146951928,105.98896073227449
bitcoin-alpha,Pewter (full attn),0.375,0.875,0.5908530354724179,98.72292148453533
bitcoin-alpha,Pewter (full attn),0.375,0.9166666666666666,0.5753501453615737,90.90670624463064
bitcoin-alpha,Pewter (full attn),0.375,0.9583333333333333,0.5596068692269991,82.56671311107459
bitcoin-alpha,Pewter (full attn),0.375,1.0,0.5439974578418341,74.26334279598144
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.0,0.8119891093402057,631.1058822065992
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.041666666666666664,0.8212562796231809,660.1019420997175
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.08333333333333333,0.8286893176580186,689.538963318546
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.125,0.8310031123378135,708.5349243830094
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.16666666666666666,0.8256647447993324,698.064634774115
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.20833333333333331,0.8120530349072762,642.2366633843842
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.25,0.7915648934497611,549.4355078401557
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.29166666666666663,0.7670103257970773,449.5328750309867
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.3333333333333333,0.7416996886840636,365.67470449370336
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.375,0.7184781118908121,303.06614246167885
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.41666666666666663,0.6991516397354697,257.55355413233303
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.4583333333333333,0.6845375496129009,223.9982429627624
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.5,0.6747645951803085,199.02199409894664
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.5416666666666666,0.6692311073924052,180.60505194533906
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.5833333333333333,0.6660705322258876,166.80696219493345
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.625,0.6619518549878783,154.9953722418005
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.6666666666666666,0.653548440869594,142.83257629940115
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.7083333333333333,0.639948171239846,130.2853494487956
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.75,0.6229531348881447,119.04955776961806
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.7916666666666666,0.6049412938520891,109.93538649035584
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.8333333333333333,0.5872143979899732,102.184828428456
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.875,0.5700377701170836,94.61525655871111
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.9166666666666666,0.5533271305333379,86.64720390826098
bitcoin-alpha,Pewter (full attn),0.41666666666666663,0.9583333333333333,0.5370858165284371,78.46195600934162
