term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,seed,scale,p_fdr
src_in,2355,-0.6744401369415586,-0.16126723379036503,0.3868171196843031,0.5279260170228217,-1.277527750469633,0.20141598964905105,0.5094415582899952,"cluster_2way(u,v)",0.37574262098400457,0.9498938428874735,bitcoin-alpha,49,raw,0.2685546528654014
tgt_out,2355,-0.19549961010618472,-0.0527162496688474,0.33845984877194424,0.3514847588082019,-0.5562107750249987,0.5780667740986152,0.8224236642220201,"cluster_2way(u,v)",0.37574262098400457,0.9498938428874735,bitcoin-alpha,49,raw,0.5780667740986152
tgt_in,2355,-4.030569594566251,-1.067105546195094,0.331198700289218,0.37388918886164985,-10.780118052725195,0.0,0.017764208674685485,"cluster_2way(u,v)",0.37574262098400457,0.9498938428874735,bitcoin-alpha,49,raw,0.0
const,2355,4.243922530348586,,0.1920752308785111,0.19181625914687658,22.124936380387602,0.0,69.68064090595377,"cluster_2way(u,v)",0.3757426209840047,0.9498938428874735,bitcoin-alpha,49,zscored,
src_out,2355,-0.8873274475710539,-0.8873274475710641,0.09772418804121694,0.12690083701752763,-6.992289951944884,2.7042812433819563e-12,0.41175471965103416,"cluster_2way(u,v)",0.3757426209840047,0.9498938428874735,bitcoin-alpha,49,zscored,5.408562486763913e-12
src_in,2355,-0.1612672337903651,-0.1612672337903645,0.09249290405094898,0.12623384011116995,-1.2775277504696236,0.2014159896490546,0.8510646074946168,"cluster_2way(u,v)",0.3757426209840047,0.9498938428874735,bitcoin-alpha,49,zscored,0.26855465286540614
tgt_out,2355,-0.0527162496688473,-0.052716249668846395,0.09126531700524249,0.0947774693262255,-0.556210775024992,0.5780667740986198,0.9486491538075629,"cluster_2way(u,v)",0.3757426209840047,0.9498938428874735,bitcoin-alpha,49,zscored,0.5780667740986198
tgt_in,2355,-1.067105546195094,-1.067105546195106,0.0876858621788084,0.09898829873438471,-10.780118052725184,0.0,0.3440027779535103,"cluster_2way(u,v)",0.3757426209840047,0.9498938428874735,bitcoin-alpha,49,zscored,0.0
const,2346,5.765814494866317,,0.29338126430393086,0.30882665992471287,18.67006720298025,0.0,319.1989240713929,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,raw,
src_out,2346,-3.4513805365251793,-0.9797120841772334,0.35068936466430134,0.39100012008017426,-8.827057484835239,0.0,0.03170184060532072,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,raw,0.0
src_in,2346,-0.970108042237734,-0.23820366613653884,0.3689145056035275,0.42033438365917214,-2.307943580043515,0.021002274738480597,0.3790420833361373,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,raw,0.028003032984640797
tgt_out,2346,0.5056342109293491,0.1389060482529003,0.35560684484768207,0.35436771586674787,1.4268630811715413,0.1536193642024115,1.6580367320974196,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,raw,0.1536193642024115
tgt_in,2346,-4.305815228668309,-1.1371231570519156,0.33301184471213574,0.3280515102505136,-13.125424191402782,0.0,0.013489883717971435,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,raw,0.0
const,2346,4.2613342520572814,,0.19540369395282742,0.20828474310770018,20.45917616660873,0.0,70.9045248773952,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,zscored,
src_out,2346,-0.9797120841772335,-0.9797120841772141,0.09954700871667901,0.11098965718308075,-8.82705748483545,0.0,0.37541917241251627,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,zscored,0.0
src_in,2346,-0.23820366613653898,-0.23820366613653904,0.09058453687591846,0.10321035063259575,-2.30794358004351,0.02100227473848082,0.7880421772430385,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,zscored,0.02800303298464109
tgt_out,2346,0.13890604825290018,0.13890604825289896,0.09769105903393074,0.09735064988776061,1.426863081171522,0.15361936420241706,1.149016142858236,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,zscored,0.15361936420241706
tgt_in,2346,-1.1371231570519154,-1.1371231570519138,0.08794513003565659,0.08663515483154682,-13.125424191402841,0.0,0.3207404156310568,"cluster_2way(u,v)",0.3920072150971501,0.9471440750213129,bitcoin-alpha,50,zscored,0.0
const,2336,5.836501605661742,,0.2936759904747968,0.30159158584648377,19.352335673690312,0.0,342.5787662318359,"cluster_2way(u,v)",0.3971567275121015,0.9417808219178082,bitcoin-alpha,51,raw,
src_out,2336,-3.064336248532666,-0.8567335973540374,0.34537365687685806,0.5447296186873893,-5.62542616264682,1.8505054821815747e-08,0.04668481869978861,"cluster_2way(u,v)",0.3971567275121015,0.9417808219178082,bitcoin-alpha,51,raw,3.7010109643631495e-08
src_in,2336,-1.6190401158655559,-0.40652287529436626,0.3602305535976763,0.49386119148975977,-3.278330315815323,0.0010442312404164156,0.19808875010397936,"cluster_2way(u,v)",0.3971567275121015,0.9417808219178082,bitcoin-alpha,51,raw,0.0013923083205552207
tgt_out,2336,-0.12370584365222341,-0.03393587351989511,0.33101721580173754,0.3354044116485183,-0.36882592880697995,0.7122574767334637,0.8836397308927185,"cluster_2way(u,v)",0.3971567275121015,0.9417808219178082,bitcoin-alpha,51,raw,0.7122574767334637
tgt_in,2336,-4.211645845455579,-1.1191551615142723,0.3240536045939438,0.2810615704668153,-14.984780162084965,0.0,0.01482195360717393,"cluster_2way(u,v)",0.3971567275121015,0.9417808219178082,bitcoin-alpha,51,raw,0.0
