term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,node_variant,twohop_variant,pooled,pooled_spec,p_fdr
b_tgt,142099,-3.679255592721218,-1.2092349591638016,0.033978592855528636,0.05915761699433661,-62.19411429424967,0.0,0.02524175799157887,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,0.0
b_2hop,142099,0.14285857864055798,0.043379074838804425,0.0324975899790566,0.04272879686938221,3.3433793859738854,0.0008276466384360415,1.1535666511657847,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,0.000902887241930227
ds_bitcoin-alpha,142099,4.63239439036034,0.5892909323390867,0.11003970898095734,0.13222217449132675,35.03492820460464,0.0,102.75981689403636,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,
ds_bitcoin-otc,142099,4.698908897036683,0.7146870043765959,0.08637457501976367,0.1009338208531026,46.554354698167984,0.0,109.82727418902266,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,
ds_epinions,142099,4.443764739310481,2.2164889023389387,0.03519329198145119,0.062127959274172175,71.5260052193255,0.0,85.09469875264676,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,
ds_wiki-elec,142099,4.66909948151118,1.0213329904776913,0.052611329986169145,0.0693865998558515,67.29108345431379,0.0,106.60170239208128,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,
ds_wiki-rfa,142099,4.84106693757208,1.511193659137893,0.04620121664952812,0.06540470405704626,74.01710637433175,0.0,126.60435864235868,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,
ds_slashdot090221,142099,4.439013073963071,1.9596285477205693,0.03831940806665871,0.059326724666773016,74.82316104413597,0.0,84.69131634940375,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,
b_src,142099,-3.920387386732133,-1.4708516387302912,0.4064544217807574,0.6202194512214668,-6.320968133152355,2.599296333727352e-10,0.01983341005608457,"cluster_2way(u,v)",0.239390954480855,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,interacted,
b_tgt,142099,-4.695989527249927,-1.5433977230208638,0.3705540698596498,0.3796679564617094,-12.368674910081676,0.0,0.009131826704270797,"cluster_2way(u,v)",0.239390954480855,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,interacted,
b_2hop,142099,1.1778450065584407,0.35765319222842246,0.48581563176752507,0.5457589072529311,2.1581782558293097,0.030913975303273444,3.2473685990523924,"cluster_2way(u,v)",0.239390954480855,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,interacted,
