term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,node_variant,twohop_variant,pooled,pooled_spec,p_fdr
b_src,2415,-3.3323810118771835,-0.957441156555809,0.25838195277278386,0.34335738056150855,-9.705284349582302,0.0,0.03570798263834034,"cluster_2way(u,v)",0.3369409001098558,0.9010351966873706,bitcoin-alpha,walk_full,marginal3,out_in,in,False,,0.0
b_tgt,2415,-3.5680086078837303,-0.9709945035993017,0.23997192677758353,0.35156925913734205,-10.148807141553501,0.0,0.028211978890448693,"cluster_2way(u,v)",0.3369409001098558,0.9010351966873706,bitcoin-alpha,walk_full,marginal3,out_in,in,False,,0.0
b_2hop,2415,-0.6337417066677046,-0.1554255356655116,0.33469041841243174,0.39172103977533446,-1.617839335439264,0.10569722679916138,0.5306027223090705,"cluster_2way(u,v)",0.3369409001098558,0.9010351966873706,bitcoin-alpha,walk_full,marginal3,out_in,in,False,,0.12631037891352065
const,2419,4.6153017627516295,,0.2375073467886303,0.28911501753441793,15.963549047403589,0.0,101.01830749597664,"cluster_2way(u,v)",0.3350456412682824,0.9011988424968995,bitcoin-alpha,walk_full,marginal3,out_in,inout,False,,
b_src,2419,-3.3668550862101156,-0.9670687051340962,0.2593413778124947,0.33615493141454594,-10.015783710333594,0.0,0.03449796003166095,"cluster_2way(u,v)",0.3350456412682824,0.9011988424968995,bitcoin-alpha,walk_full,marginal3,out_in,inout,False,,0.0
b_tgt,2419,-3.579817086795277,-0.9747769563677425,0.2408112022123641,0.3539460181333705,-10.114019944833409,0.0,0.02788079755489918,"cluster_2way(u,v)",0.3350456412682824,0.9011988424968995,bitcoin-alpha,walk_full,marginal3,out_in,inout,False,,0.0
b_2hop,2419,-0.26396459117955307,-0.057285170247179454,0.3717767609801504,0.4656587703952398,-0.5668627071181466,0.5708074629040256,0.7680007331753222,"cluster_2way(u,v)",0.3350456412682824,0.9011988424968995,bitcoin-alpha,walk_full,marginal3,out_in,inout,False,,0.6104332722343732
const,2338,4.305622744674173,,0.2131286664857953,0.2329550800099799,18.482630833762965,0.0,74.11535602769945,"cluster_2way(u,v)",0.26499596521836644,0.9037639007698888,bitcoin-alpha,walk_full,marginal3,inout_inout,out,False,,
b_src,2338,-3.4043251207569467,-0.8734875058096979,0.2755893023321631,0.3537919228624262,-9.622393561768044,0.0,0.03322923823951557,"cluster_2way(u,v)",0.26499596521836644,0.9037639007698888,bitcoin-alpha,walk_full,marginal3,inout_inout,out,False,,0.0
b_tgt,2338,-3.154547581021188,-0.8512661515854119,0.2801023173129274,0.45438133891783633,-6.942511302365809,3.851807761634518e-12,0.04265769577882289,"cluster_2way(u,v)",0.26499596521836644,0.9037639007698888,bitcoin-alpha,walk_full,marginal3,inout_inout,out,False,,7.006235591688892e-12
b_2hop,2338,0.28810373789524407,0.0695080253467943,0.35233338788834956,0.4795905439711824,0.6007285621389475,0.54802079199469,1.3338956724757773,"cluster_2way(u,v)",0.26499596521836644,0.9037639007698888,bitcoin-alpha,walk_full,marginal3,inout_inout,out,False,,0.5896512631175743
const,2415,4.247314606559795,,0.1900974304269815,0.21158161657468366,20.07411927047351,0.0,69.91740428304205,"cluster_2way(u,v)",0.2690200237901409,0.9010351966873706,bitcoin-alpha,walk_full,marginal3,inout_inout,in,False,,
b_src,2415,-3.458880980364595,-0.9068872055170644,0.29038707287699683,0.4091092785227629,-8.454662756254605,0.0,0.03146495222479624,"cluster_2way(u,v)",0.2690200237901409,0.9010351966873706,bitcoin-alpha,walk_full,marginal3,inout_inout,in,False,,0.0
b_tgt,2415,-3.1196753445623617,-0.8566538447523029,0.24399320409212305,0.3446935421353381,-9.050576710072143,0.0,0.04417150661189112,"cluster_2way(u,v)",0.2690200237901409,0.9010351966873706,bitcoin-alpha,walk_full,marginal3,inout_inout,in,False,,0.0
b_2hop,2415,0.5200483534782797,0.12754217224606715,0.3350319959698286,0.4514191929586322,1.1520297798368901,0.24930883624424593,1.6821089835526835,"cluster_2way(u,v)",0.2690200237901409,0.9010351966873706,bitcoin-alpha,walk_full,marginal3,inout_inout,in,False,,0.28342478225661644
