term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,pooled,pooled_spec,p_fdr
src_in,4117,-0.23707774827234032,-0.08020333730354513,0.14328155053278135,0.1452182456011529,-1.6325617162700259,0.10256120850332451,0.7889299476926578,"cluster_2way(u,v)",0.24416746076050844,0.8477046393004615,wiki-elec,walk_full,node4,False,,0.13674827800443268
tgt_out,4117,-0.36925098290786923,-0.13223433222104305,0.13884451541353313,0.160554222934045,-2.2998522004591306,0.021456594913057403,0.6912518962656772,"cluster_2way(u,v)",0.24416746076050844,0.8477046393004615,wiki-elec,walk_full,node4,False,,0.031209592600810767
tgt_in,4117,-3.635996005818257,-1.292133784757332,0.17370149289740033,0.21165465069199904,-17.178909104668705,0.0,0.026357668917717424,"cluster_2way(u,v)",0.24416746076050844,0.8477046393004615,wiki-elec,walk_full,node4,False,,0.0
const,4117,5.587546118493006,,0.21887494176781644,0.23170258356076892,24.115165366844316,0.0,267.079433658352,"cluster_2way(u,v)",0.2363552013016459,0.8506193830459072,wiki-elec,walk_localattn4,node4,False,,
src_out,4117,-2.2265373054022626,-0.6567693199592547,0.1986460949130594,0.23177536859270056,-9.606444890677587,0.0,0.10790141364123351,"cluster_2way(u,v)",0.2363552013016459,0.8506193830459072,wiki-elec,walk_localattn4,node4,False,,0.0
src_in,4117,-0.22197461646084185,-0.0750939519485517,0.14370912243358072,0.14821116531396478,-1.4976915942238187,0.13421339678095112,0.8009356946591988,"cluster_2way(u,v)",0.2363552013016459,0.8506193830459072,wiki-elec,walk_localattn4,node4,False,,0.17411467690501767
tgt_out,4117,-0.397335474540234,-0.1422918111951744,0.13940329997822945,0.1591477680464618,-2.4966449697505992,0.012537441024598417,0.6721085125135945,"cluster_2way(u,v)",0.2363552013016459,0.8506193830459072,wiki-elec,walk_localattn4,node4,False,,0.018516835974791507
tgt_in,4117,-3.5074494308370943,-1.2464518389625037,0.17175906540779468,0.193776626680157,-18.1004772914455,0.0,0.029973265913424498,"cluster_2way(u,v)",0.2363552013016459,0.8506193830459072,wiki-elec,walk_localattn4,node4,False,,0.0
const,4117,4.951304612639769,,0.2138434331484301,0.2289332851656611,21.627718350596755,0.0,141.3592627569829,"cluster_2way(u,v)",0.26360649707931794,0.8559630799125577,wiki-elec,GINEConv,node4,False,,
src_out,4117,-0.6720633055497651,-0.19824081055571668,0.1794811833987795,0.2202211418306657,-3.051765602353173,0.002274996777144933,0.5106538551198819,"cluster_2way(u,v)",0.26360649707931794,0.8559630799125577,wiki-elec,GINEConv,node4,False,,0.0035803227968182554
src_in,4117,0.09530494437941471,0.032241636578971986,0.1471781363978386,0.15284937554975775,0.6235219740782628,0.5329415667727078,1.0999942410476742,"cluster_2way(u,v)",0.26360649707931794,0.8559630799125577,wiki-elec,GINEConv,node4,False,,0.5949115163974412
